,PERMIT_TYPE,REVIEW_TYPE,PROCESSING_TIME,BUILDING_FEE_PAID,ZONING_FEE_PAID,OTHER_FEE_PAID,SUBTOTAL_PAID,BUILDING_FEE_UNPAID,ZONING_FEE_UNPAID,OTHER_FEE_UNPAID,SUBTOTAL_UNPAID,BUILDING_FEE_WAIVED,ZONING_FEE_WAIVED,OTHER_FEE_WAIVED,SUBTOTAL_WAIVED,TOTAL_FEE,REPORTED_COST,COMMUNITY_AREA,CENSUS_TRACT,WARD,IS_PERMIT_VALID
3488,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,20000.0,40,834500,20,1
3490,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,225.0,0.0,0.0,225.0,0.0,0,0.0,0.0,0.0,0,0,0.0,225.0,1000.0,57,570100,14,1
3496,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,85,3250.0,1500.0,0.0,4750.0,0.0,0,0.0,0.0,0.0,0,0,0.0,4750.0,1500000.0,30,843500,12,1
3497,PERMIT - SIGNS,SIGN PERMIT,15,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,2000.0,8,842200,27,1
3504,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,66,400.0,75.0,0.0,475.0,0.0,0,0.0,0.0,0.0,0,0,0.0,475.0,75000.0,41,411100,5,1
3506,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,24,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,75000.0,5,843700,47,1
3507,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,63,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,3600.0,32,839100,42,1
3509,PERMIT - SIGNS,SIGN PERMIT,9,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,3000.0,24,242200,1,1
3519,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,7,1620.0,0.0,0.0,1620.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1620.0,278528.0,8,81402,42,1
3520,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,44,757.68,75.0,0.0,832.68,0.0,0,0.0,0.0,0.0,0,0,0.0,832.68,15000.0,57,570100,14,1
3522,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,12800.0,15,150401,38,1
3523,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,162,750.0,50.0,0.0,800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,800.0,25000.0,22,831000,32,1
3525,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,27,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,4500.0,32,839100,42,1
3527,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,8000.0,29,843400,22,1
3533,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,30,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,6700.0,32,839100,42,1
3535,PERMIT - SIGNS,SIGN PERMIT,356,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,4890.0,60,600700,11,1
3540,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,28,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,2500.0,28,833000,27,1
3548,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12,552.0,50.0,0.0,602.0,0.0,0,0.0,0.0,0.0,0,0,0.0,602.0,57646.0,32,839100,42,1
3553,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,50,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,300.0,75,0,375.0,375.0,425795.0,40,400300,3,1
3554,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,30,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,8400.0,32,839100,42,1
3560,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,23,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,13000.0,41,836200,5,1
3563,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,25000.0,16,160200,39,1
3564,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,27,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,12900.0,8,81500,42,1
3565,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,3,302.0,50.0,0.0,352.0,0.0,0,0.0,0.0,0.0,0,0,0.0,352.0,16030.0,22,221400,1,1
3567,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,2635.0,2,20200,50,1
3574,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,20000.0,43,834200,8,1
3576,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,34,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,13000.0,8,81800,42,1
3580,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1,350.0,50.0,0.0,400.0,0.0,0,0.0,0.0,0.0,0,0,0.0,400.0,300000.0,8,81201,42,1
3586,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,45000.0,56,560800,14,1
3592,PERMIT - SIGNS,SIGN PERMIT,58,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,1500.0,22,220500,32,1
3600,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,21500.0,29,841600,24,1
3602,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,14,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,21812.0,70,700401,18,1
3605,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,16,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,23615.0,41,410600,5,1
3607,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1,450.0,0.0,0.0,450.0,0.0,0,0.0,0.0,0.0,0,0,0.0,450.0,52862.0,2,20302,50,1
3610,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1,175.0,0.0,0.0,175.0,0.0,0,0.0,0.0,0.0,0,25,25.0,200.0,25900.0,6,61902,44,1
3611,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,45,1400.52,50.0,0.0,1450.52,0.0,0,0.0,0.0,0.0,0,0,0.0,1450.52,50000.0,8,80300,27,1
3615,PERMIT - SIGNS,SIGN PERMIT,1,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,1500.0,7,70700,32,1
3620,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,36,750.0,50.0,0.0,800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,800.0,80000.0,46,460600,7,1
3621,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,16,2500.0,75.0,0.0,2575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2575.0,400000.0,21,831100,30,1
3623,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,37,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,8000.0,3,31100,47,1
3625,PERMIT - SIGNS,SIGN PERMIT,20,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,2000.0,8,842200,27,1
3629,PERMIT - SIGNS,SIGN PERMIT,5,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,1000.0,21,210501,30,1
3633,PERMIT - SIGNS,SIGN PERMIT,1,0.0,200.0,0.0,200.0,150.0,0,0.0,150.0,0.0,0,0,0.0,350.0,2700.0,8,80300,27,1
3639,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,21,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,6700.0,8,81201,42,1
3649,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,11,400.0,0.0,0.0,400.0,0.0,0,0.0,0.0,0.0,0,0,0.0,400.0,35000.0,39,390500,4,1
3653,PERMIT - SIGNS,SIGN PERMIT,4,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,3500.0,35,839200,3,1
3657,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,27,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,14250.0,8,842200,2,1
3658,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,40,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,6740.0,8,81401,2,1
3660,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,27,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,3000.0,28,280100,42,1
3662,PERMIT - SIGNS,SIGN PERMIT,329,500.0,200.0,0.0,700.0,0.0,0,0.0,0.0,0.0,0,0,0.0,700.0,500.0,77,30103,48,1
3679,PERMIT - SIGNS,SIGN PERMIT,1,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,1000.0,8,80300,27,1
3686,PERMIT - SIGNS,SIGN PERMIT,2,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,150.0,8,81600,42,1
3689,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,24,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,2500.0,32,320100,42,1
3690,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,1500.0,26,260100,28,1
3692,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,239,1500.0,50.0,626.0,2176.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2176.0,50000.0,73,730201,21,1
3694,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,14,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,5453.0,48,480500,7,1
3696,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7,302.0,50.0,0.0,352.0,0.0,0,0.0,0.0,0.0,0,0,0.0,352.0,9985.0,8,81500,42,1
3699,PERMIT - SIGNS,SIGN PERMIT,1,0.0,200.0,0.0,200.0,100.0,0,0.0,100.0,0.0,0,0,0.0,300.0,1000.0,18,831600,36,1
3700,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,25000.0,18,180100,36,1
3701,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1,252.0,50.0,0.0,302.0,0.0,0,0.0,0.0,0.0,0,0,0.0,302.0,7500.0,24,831000,32,1
3704,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4,302.0,50.0,0.0,352.0,0.0,0,0.0,0.0,0.0,0,0,0.0,352.0,60000.0,7,70101,43,1
3706,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,2,600.0,0.0,0.0,600.0,0.0,0,0.0,0.0,0.0,0,0,0.0,600.0,0.0,3,31000,47,1
3707,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1.0,28,833000,27,1
3713,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,25000.0,75,750300,19,1
3714,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,14,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,10127.0,46,460500,7,1
3715,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,30,400.0,0.0,0.0,400.0,0.0,0,0.0,0.0,0.0,0,0,0.0,400.0,33000.0,7,71500,43,1
3717,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,3,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,17000.0,77,30800,48,1
3721,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,16,350.0,50.0,0.0,400.0,0.0,0,0.0,0.0,0.0,0,0,0.0,400.0,16000.0,8,80100,43,1
3723,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,36,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,5000.0,15,831700,45,1
3726,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,28,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,2500.0,32,839100,42,1
3727,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,375.0,0.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,396135.0,39,390500,4,1
3729,PERMIT - SIGNS,SIGN PERMIT,1,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,4500.0,57,570400,14,1
3732,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,6,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,24000.0,24,241000,1,1
3737,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,11,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,30324.0,75,750400,19,1
3742,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,25000.0,22,832300,32,1
3743,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,30,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,7137.0,32,839100,42,1
3746,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5,225.0,0.0,0.0,225.0,0.0,0,0.0,0.0,0.0,0,0,0.0,225.0,2000.0,49,490902,9,1
3754,PERMIT - SIGNS,SIGN PERMIT,1,0.0,200.0,0.0,200.0,50.0,0,0.0,50.0,0.0,0,0,0.0,250.0,1500.0,18,831600,36,1
3757,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,5700.0,73,730500,9,1
3765,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,164,1500.0,75.0,626.0,2201.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2201.0,30000.0,27,837100,27,1
3770,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,3,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,159875.0,8,81201,2,1
3774,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,8000.0,10,100100,39,1
3775,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,5,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,2000.0,71,711200,21,1
3781,PERMIT - SIGNS,SIGN PERMIT,10,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,500.0,69,690400,6,1
3788,PERMIT - SIGNS,SIGN PERMIT,18,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,3000.0,24,243400,1,1
3792,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,4,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,25000.0,66,660301,16,1
3795,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,100,1500.0,100.0,0.0,1600.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1600.0,100000.0,25,252102,29,1
3796,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,23,750.0,50.0,0.0,800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,800.0,11800.0,10,100400,41,1
3797,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11,4335.62,75.0,0.0,4410.62,0.0,0,0.0,0.0,0.0,0,0,0.0,4410.62,50000.0,34,841100,25,1
3799,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,1.0,24,241600,2,1
3810,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,17,2500.0,75.0,940.0,3515.0,0.0,0,0.0,0.0,0.0,0,0,0.0,3515.0,400000.0,21,831100,30,1
3811,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,5,350.0,50.0,0.0,400.0,0.0,0,0.0,0.0,0.0,0,0,0.0,400.0,1200.0,50,500300,9,1
3812,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,185,550.0,50.0,0.0,600.0,0.0,0,0.0,0.0,0.0,0,0,0.0,600.0,91156.0,24,243000,1,1
3813,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4,700.0,75.0,0.0,775.0,0.0,0,0.0,0.0,0.0,0,0,0.0,775.0,40000.0,25,250700,37,1
3815,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,44,993.6,50.0,0.0,1043.6,0.0,0,0.0,0.0,0.0,0,0,0.0,1043.6,175000.0,14,140500,39,1
3819,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12,302.0,50.0,0.0,352.0,0.0,0,0.0,0.0,0.0,0,0,0.0,352.0,67400.0,8,81300,42,1
3824,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,9,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,19000.0,8,81000,2,1
3828,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,67,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,16986.0,32,320600,42,1
3833,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,2,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,20000.0,16,160501,35,1
3837,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,12000.0,34,340500,11,1
3839,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,133,2650.0,225.0,0.0,2875.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2875.0,250000.0,18,180100,36,1
3849,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,6,1725.0,75.0,0.0,1800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1800.0,40000.0,61,610300,12,1
3852,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,264,3000.0,75.0,0.0,3075.0,0.0,0,0.0,0.0,0.0,0,0,0.0,3075.0,350000.0,2,20801,40,1
3853,PERMIT - SIGNS,SIGN PERMIT,140,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,2500.0,24,241500,1,1
3854,PERMIT - SIGNS,SIGN PERMIT,140,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,3500.0,24,241500,1,1
3862,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,34,1500.0,50.0,626.0,2176.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2176.0,25000.0,24,243300,1,1
3863,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,59,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,5000.0,32,839100,42,1
3866,PERMIT - SIGNS,SIGN PERMIT,3,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,1500.0,19,190300,31,1
3868,PERMIT - SIGNS,SIGN PERMIT,1,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,600.0,28,841900,25,1
3871,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,13,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,21900.0,25,250500,29,1
3873,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,15,552.0,50.0,0.0,602.0,0.0,0,0.0,0.0,0.0,0,0,0.0,602.0,67415.0,3,32100,46,1
3874,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,13,302.0,50.0,0.0,352.0,0.0,0,0.0,0.0,0.0,0,0,0.0,352.0,33600.0,41,410100,5,1
3875,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,19900.0,25,250500,29,1
3876,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8,302.0,50.0,0.0,352.0,0.0,0,0.0,0.0,0.0,0,0,0.0,352.0,431728.0,8,80202,2,1
3878,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,7,305.0,0.0,0.0,305.0,0.0,0,0.0,0.0,0.0,0,0,0.0,305.0,0.0,32,320100,42,1
3904,PERMIT - SIGNS,SIGN PERMIT,4,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,500.0,28,832900,28,1
3905,PERMIT - SIGNS,SIGN PERMIT,3,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,3500.0,7,71400,43,1
3919,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,31,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,1.0,43,431400,7,1
3925,PERMIT - SIGNS,SIGN PERMIT,7,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,4000.0,75,750500,34,1
3928,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,29400.0,4,40402,47,1
3939,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2,750.0,0.0,0.0,750.0,0.0,0,0.0,0.0,0.0,0,0,0.0,750.0,20000.0,46,460500,8,1
3941,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,59,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,30000.0,2,20701,40,1
3944,PERMIT - SIGNS,SIGN PERMIT,7,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,2000.0,50,500200,9,1
3945,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,11,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,12996.0,65,650500,13,1
3951,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,1,125.0,0.0,0.0,125.0,0.0,0,0.0,0.0,0.0,0,0,0.0,125.0,7500.0,16,160602,33,1
3957,PERMIT - SIGNS,SIGN PERMIT,28,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,4000.0,19,831500,36,1
3960,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,142,2250.0,0.0,0.0,2250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2250.0,50000.0,7,832500,2,1
3961,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,9,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,6935.0,72,720200,34,1
3968,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,146,750.0,50.0,0.0,800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,800.0,160000.0,14,140500,39,1
3969,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3,538.56,75.0,0.0,613.56,0.0,0,0.0,0.0,0.0,0,0,0.0,613.56,20000.0,6,61100,44,1
3979,PERMIT - SIGNS,SIGN PERMIT,7,200.0,200.0,0.0,400.0,0.0,0,0.0,0.0,0.0,0,0,0.0,400.0,4000.0,51,510300,7,1
3981,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,28,0.0,0.0,0.0,0.0,675.0,0,0.0,675.0,0.0,0,0,0.0,675.0,11066.0,32,320400,42,1
3983,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,6,300.0,50.0,0.0,350.0,0.0,0,0.0,0.0,0.0,0,0,0.0,350.0,25000.0,38,381900,4,1
3984,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,122,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,10000.0,28,833000,27,1
3988,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2,552.0,50.0,0.0,602.0,0.0,0,0.0,0.0,0.0,0,0,0.0,602.0,16440.0,8,81800,42,1
3993,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,206,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,30000.0,24,242300,2,1
3996,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,111,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,45600.0,53,530502,9,1
3998,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,49,600.0,50.0,250.0,900.0,0.0,0,0.0,0.0,0.0,0,0,0.0,900.0,90000.0,73,730400,21,1
4001,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,35,175.0,0.0,0.0,175.0,0.0,0,0.0,0.0,0.0,0,0,0.0,175.0,12800.0,7,71700,2,1
4007,PERMIT - SIGNS,SIGN PERMIT,1,150.0,200.0,0.0,350.0,0.0,0,0.0,0.0,0.0,0,0,0.0,350.0,150.0,28,841900,25,1
4011,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,61,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,17000.0,22,221200,32,1
4015,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,50,832.27,75.0,625.0,1532.27,0.0,0,0.0,0.0,0.0,0,0,0.0,1532.27,250000.0,15,151001,31,1
