,PERMIT_TYPE,REVIEW_TYPE,PROCESSING_TIME,BUILDING_FEE_PAID,ZONING_FEE_PAID,OTHER_FEE_PAID,SUBTOTAL_PAID,BUILDING_FEE_UNPAID,ZONING_FEE_UNPAID,OTHER_FEE_UNPAID,SUBTOTAL_UNPAID,BUILDING_FEE_WAIVED,ZONING_FEE_WAIVED,OTHER_FEE_WAIVED,SUBTOTAL_WAIVED,TOTAL_FEE,REPORTED_COST,COMMUNITY_AREA,CENSUS_TRACT,WARD,IS_PERMIT_VALID
32893,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,52,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,7500.0,30,301200,24,1
32905,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,60,689.52,50.0,0.0,739.52,0.0,0,0.0,0.0,0.0,0,0,0.0,739.52,80000.0,16,160700,33,1
32908,PERMIT - SIGNS,SIGN PERMIT,5,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,900.0,14,140400,39,1
32909,PERMIT - SIGNS,SIGN PERMIT,5,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,700.0,1,10202,49,1
32919,PERMIT - SIGNS,SIGN PERMIT,5,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,4800.0,75,750500,34,1
32921,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,61,500.0,0.0,0.0,500.0,0.0,0,0.0,0.0,0.0,0,0,0.0,500.0,1.0,5,50500,47,1
32923,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,40,452.0,50.0,0.0,502.0,0.0,0,0.0,0.0,0.0,0,0,0.0,502.0,25000.0,28,833100,27,1
32924,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,82,1496.16,75.0,0.0,1571.16,0.0,0,0.0,0.0,0.0,0,0,0.0,1571.16,360000.0,44,440201,6,1
32926,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7,200.0,75.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,39999.0,23,231500,27,1
32929,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,33,2500.0,75.0,0.0,2575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2575.0,350000.0,6,62900,44,1
32934,PERMIT - SIGNS,SIGN PERMIT,5,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,7500.0,6,62800,32,1
32935,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,18638.0,5,50500,47,1
32938,PERMIT - SIGNS,SIGN PERMIT,5,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,800.0,75,750500,34,1
32941,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,50,1267.99,75.0,0.0,1342.99,0.0,0,0.0,0.0,0.0,0,0,0.0,1342.99,80000.0,29,838700,24,1
32942,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,11,175.0,0.0,0.0,175.0,0.0,0,0.0,0.0,0.0,0,0,0.0,175.0,11800.0,8,80300,27,1
32944,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5,450.0,50.0,0.0,500.0,0.0,0,0.0,0.0,0.0,0,0,0.0,500.0,17500.0,23,230900,26,1
32948,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7,200.0,75.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,20895.0,27,836800,28,1
32952,PERMIT - SIGNS,SIGN PERMIT,6,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,10500.0,19,190100,31,1
32954,PERMIT - SIGNS,SIGN PERMIT,94,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,9000.0,4,40201,40,1
32955,PERMIT - SIGNS,SIGN PERMIT,106,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,9000.0,4,40201,40,1
32956,PERMIT - SIGNS,SIGN PERMIT,106,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,9000.0,4,40201,40,1
32958,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10,450.0,75.0,0.0,525.0,0.0,0,0.0,0.0,0.0,0,0,0.0,525.0,3000.0,20,200402,26,1
32961,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,23,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,2500.0,32,839100,42,1
32963,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,127,750.0,50.0,0.0,800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,800.0,50000.0,73,730201,21,1
32964,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,60,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,50000.0,29,843300,28,1
32967,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,22,1135.7,1650.0,0.0,2785.7,0.0,0,0.0,0.0,0.0,0,0,0.0,2785.7,775500.0,7,70400,43,1
32970,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,18590.0,29,843400,22,1
32975,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,400.0,3,31502,46,1
32981,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,13500.0,22,221600,32,1
32982,PERMIT - SIGNS,SIGN PERMIT,6,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,3200.0,9,90200,41,1
32991,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,21,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,10584.0,32,839100,42,1
32993,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,62,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,40000.0,22,221400,1,1
33004,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,14,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,15000.0,8,80100,43,1
33005,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,25814.0,30,301802,22,1
33008,PERMIT - SIGNS,SIGN PERMIT,6,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,3200.0,9,90200,41,1
33011,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,37,302.0,50.0,0.0,352.0,0.0,0,0.0,0.0,0.0,0,0,0.0,352.0,1.0,5,51200,47,1
33013,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,91,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,7500.0,24,242400,2,1
33017,PERMIT - SIGNS,SIGN PERMIT,6,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,500.0,15,150401,38,1
33027,PERMIT - RENOVATION/ALTERATION,DIRECT DEVELOPER SERVICES,6,3000.0,75.0,0.0,3075.0,0.0,0,0.0,0.0,0.0,0,0,0.0,3075.0,2458.0,8,81201,42,1
33029,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,63,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,60750.0,9,90100,41,1
33043,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,38,375.0,0.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,8800.0,21,210602,35,1
33044,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,153,1199.25,75.0,0.0,1274.25,0.0,0,0.0,0.0,0.0,0,0,0.0,1274.25,25000.0,53,530501,34,1
33047,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,28,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1400.0,6,62600,32,1
33050,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,72,300.0,75.0,0.0,375.0,200.0,0,0.0,200.0,0.0,0,0,0.0,575.0,25000.0,23,230100,26,1
33052,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,12,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,109000.0,6,60200,47,1
33064,PERMIT - SIGNS,SIGN PERMIT,6,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,3500.0,6,62800,32,1
33066,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,22809.0,71,710700,21,1
33067,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,104,918.0,50.0,0.0,968.0,0.0,0,0.0,0.0,0.0,0,0,0.0,968.0,40000.0,30,301100,12,1
33069,PERMIT - SIGNS,SIGN PERMIT,6,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,2500.0,4,40202,40,1
33076,PERMIT - SIGNS,SIGN PERMIT,2,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,500.0,5,843700,47,1
33081,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,9340.0,59,840300,25,1
33087,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,5100.0,3,31502,46,1
33088,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,147,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,20000.0,23,836600,26,1
33090,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,13,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,8000.0,19,190200,31,1
33091,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,184,3750.0,75.0,0.0,3825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,3825.0,171000.0,8,81500,42,1
33095,PERMIT - SIGNS,SIGN PERMIT,7,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,1300.0,75,750500,34,1
33097,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,225.0,0.0,0.0,225.0,0.0,0,0.0,0.0,0.0,0,0,0.0,225.0,5425.0,7,71500,2,1
33098,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,21,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1000.0,8,81202,2,1
33101,PERMIT - SIGNS,SIGN PERMIT,6,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,350.0,19,190100,31,1
33102,PERMIT - SIGNS,SIGN PERMIT,7,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,9500.0,50,500200,9,1
33103,PERMIT - SIGNS,SIGN PERMIT,7,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,350.0,50,500200,9,1
33111,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,16,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,23000.0,43,834200,8,1
33113,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,13,302.0,50.0,0.0,352.0,0.0,0,0.0,0.0,0.0,0,0,0.0,352.0,21000.0,8,80100,43,1
33116,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,2085.0,24,242200,1,1
33124,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,500.0,50.0,250.0,800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,800.0,149000.0,39,390500,4,1
33142,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,147,1601.25,75.0,0.0,1676.25,0.0,0,0.0,0.0,0.0,0,0,0.0,1676.25,150000.0,6,62400,44,1
33149,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,18000.0,2,20701,40,1
33153,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,55000.0,22,832200,32,1
33158,PERMIT - SIGNS,SIGN PERMIT,6,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,3500.0,66,835000,16,1
33165,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10,225.0,0.0,0.0,225.0,0.0,0,0.0,0.0,0.0,0,0,0.0,225.0,10500.0,27,837000,27,1
33168,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,22050.0,23,230900,26,1
33175,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,42,650.0,50.0,0.0,700.0,0.0,0,0.0,0.0,0.0,0,0,0.0,700.0,19500.0,15,150300,45,1
33176,PERMIT - SIGNS,SIGN PERMIT,7,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,4000.0,66,835000,16,1
33177,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,36,500.0,0.0,0.0,500.0,0.0,0,0.0,0.0,0.0,0,0,0.0,500.0,1.0,75,750100,34,1
33179,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,14,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,10000.0,5,50500,47,1
33181,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,3,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,2500.0,34,340300,11,1
33191,PERMIT - SIGNS,SIGN PERMIT,7,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,3500.0,66,835000,16,1
33192,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,62,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,10000.0,46,460200,10,1
33197,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,16,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,10000.0,29,843300,28,1
33203,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,300.0,32,320400,42,1
33211,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,17,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,200000.0,32,320100,42,1
33214,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,50,500.0,100.0,0.0,600.0,0.0,0,0.0,0.0,0.0,0,0,0.0,600.0,8000.0,9,90200,41,1
33215,PERMIT - SCAFFOLDING,EASY PERMIT,6,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,111.0,7,71700,43,1
33217,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,300.0,75.0,375.0,750.0,0.0,0,0.0,0.0,0.0,0,0,0.0,750.0,15000.0,22,220400,32,1
33219,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,56,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,6500.0,2,20602,50,1
33222,PERMIT - SIGNS,SIGN PERMIT,6,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,4000.0,66,835000,16,1
33223,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,196,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,365000.0,8,81600,42,1
33227,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,15,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,5000.0,43,430300,5,1
33233,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,62,477.0,75.0,0.0,552.0,0.0,0,0.0,0.0,0.0,0,0,0.0,552.0,19250.0,1,10502,49,1
33234,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,17,475.0,50.0,0.0,525.0,0.0,0,0.0,0.0,0.0,0,0,0.0,525.0,18000.0,42,834400,20,1
33235,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,28000.0,24,240300,32,1
33237,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,295,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,89600.0,65,650301,13,1
33238,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7,302.0,50.0,0.0,352.0,0.0,0,0.0,0.0,0.0,0,0,0.0,352.0,12000.0,43,430101,5,1
33243,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,7,510.0,0.0,0.0,510.0,0.0,0,0.0,0.0,0.0,0,0,0.0,510.0,0.0,8,81403,42,1
33244,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,112,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,20000.0,33,330200,3,1
33247,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,49,500.0,0.0,0.0,500.0,0.0,0,0.0,0.0,0.0,0,0,0.0,500.0,1.0,4,40100,40,1
33248,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,29,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,15000.0,25,251800,28,1
33250,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,12490.0,72,720400,19,1
33252,PERMIT - SIGNS,SIGN PERMIT,86,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,6500.0,32,320100,42,1
33256,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,120,3688.32,75.0,1450.0,5213.32,0.0,0,0.0,0.0,0.0,0,0,0.0,5213.32,150000.0,43,431301,7,1
33257,PERMIT - SIGNS,SIGN PERMIT,71,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,5000.0,24,240300,2,1
33258,PERMIT - SIGNS,SIGN PERMIT,8,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,1173.0,28,838200,27,1
33259,PERMIT - SIGNS,SIGN PERMIT,8,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,499.0,28,838200,27,1
33260,PERMIT - SIGNS,SIGN PERMIT,8,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,1173.0,28,838200,27,1
33261,PERMIT - SIGNS,SIGN PERMIT,8,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,906.0,28,838200,27,1
33263,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,13,3000.0,75.0,0.0,3075.0,0.0,0,0.0,0.0,0.0,0,0,0.0,3075.0,1.0,6,832100,46,1
33264,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,16,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,10000.0,41,410800,5,1
33272,PERMIT - SIGNS,SIGN PERMIT,78,200.0,200.0,0.0,400.0,0.0,0,0.0,0.0,0.0,0,0,0.0,400.0,2500.0,38,843600,4,1
33274,PERMIT - SIGNS,SIGN PERMIT,66,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,6000.0,67,670800,16,1
33276,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,86,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,30000.0,5,51300,32,1
33277,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,17000.0,37,835500,3,1
33279,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,87,500.0,0.0,0.0,500.0,0.0,0,0.0,0.0,0.0,0,0,0.0,500.0,1.0,5,50500,47,1
33288,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,15,175.0,0.0,0.0,175.0,0.0,0,0.0,0.0,0.0,0,0,0.0,175.0,4600.0,49,491400,9,1
33292,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,24,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,15000.0,8,81300,2,1
33293,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,15000.0,24,241400,1,1
33296,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,140000.0,4,40402,40,1
33300,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,9,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,5000.0,68,681000,16,1
33302,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,87,500.0,0.0,0.0,500.0,0.0,0,0.0,0.0,0.0,0,0,0.0,500.0,1.0,5,50500,47,1
33305,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,182,3000.0,75.0,0.0,3075.0,0.0,0,0.0,0.0,0.0,0,0,0.0,3075.0,90000.0,66,835000,16,1
33309,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8,802.0,50.0,0.0,852.0,0.0,0,0.0,0.0,0.0,0,0,0.0,852.0,2798000.0,3,31400,46,1
33313,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,15,175.0,0.0,0.0,175.0,0.0,0,0.0,0.0,0.0,0,0,0.0,175.0,6500.0,28,837800,27,1
33320,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1,150.0,75.0,0.0,225.0,0.0,0,0.0,0.0,0.0,0,0,0.0,225.0,4233.0,47,470100,8,1
33321,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,65,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,25000.0,5,50500,47,1
33322,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10,302.0,50.0,0.0,352.0,0.0,0,0.0,0.0,0.0,0,0,0.0,352.0,8990.0,24,241500,2,1
33324,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,15000.0,33,330100,3,1
33325,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,38,750.0,50.0,0.0,800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,800.0,50000.0,19,190401,36,1
33328,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,80,500.0,0.0,0.0,500.0,0.0,0,0.0,0.0,0.0,0,0,0.0,500.0,1.0,24,242600,26,1
33331,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,27,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,5867.0,40,400300,3,1
33334,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,9,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,34000.0,20,831200,26,1
33337,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1.0,21,210100,33,1
33339,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,18000.0,21,210700,33,1
33340,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,21,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,52700.0,1,10201,49,1
33343,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7,475.0,50.0,0.0,525.0,0.0,0,0.0,0.0,0.0,0,0,0.0,525.0,193370.0,77,30101,48,1
33345,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,57,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,30000.0,5,50900,47,1
33351,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,13000.0,21,210900,33,1
33372,PERMIT - SIGNS,SIGN PERMIT,1,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,3200.0,2,20902,40,1
33373,PERMIT - SIGNS,SIGN PERMIT,1,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,200.0,2,20902,40,1
33374,PERMIT - SIGNS,SIGN PERMIT,1,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,800.0,2,20902,40,1
33376,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,6,450.0,75.0,0.0,525.0,0.0,0,0.0,0.0,0.0,0,0,0.0,525.0,60000.0,42,420100,5,1
33378,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,40,1000.0,0.0,0.0,1000.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1000.0,45000.0,23,231200,37,1
33380,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,119,2000.0,75.0,0.0,2075.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2075.0,91928.0,8,81401,2,1
33388,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,151,1863.22,75.0,25.0,1963.22,0.0,0,0.0,0.0,0.0,0,0,0.0,1963.22,150000.0,33,330100,3,1
33389,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,9500.0,66,660600,16,1
33394,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,89,750.0,50.0,0.0,800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,800.0,10000.0,19,190401,36,1
